record_type,case,name,decoder_stage,model_output_list_index,internal_stage_index,encoder_skip_index,upsampling_order,is_final_output,head_type,observed_raw_patch_shape,aligned_patch_shape,upsample_factor_to_final,prompt,threshold,gt_voxels,gt_volume_mm3,pred_voxels,pred_volume_mm3,pred_gt_volume_ratio,dice,iou,precision,recall,cc_count,cc_volume_median_voxels,cc_volume_median_mm3,small_cc_count_fraction,small_cc_voxel_fraction,small_component_max_voxels,lhs,rhs,pairwise_dice,fp_overlap,fp_overlap_dice,fn_overlap,fn_overlap_dice,intersection_voxels,union_voxels,mean_probability,d25_intersection_voxels,d25_union_voxels,majority_vote_voxels,independent_tp_voxels,independent_fp_voxels,independent_fn_recovery,r1_voxels,r1_volume_mm3,r1_tp_voxels,r1_fp_voxels,extra_precision,fn_recovery,merge_added_tp_voxels,merge_added_fp_voxels,merge_dice,merge_recall,merge_precision,delta_dice,delta_recall,delta_precision
pairwise,HEM_PA66,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.9020445845530286,0.3473146771796032,0.5155657888425194,0.18545161919625439,0.31287927097689916,5374,15473,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA66,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9758808733788557,0.7009834432964024,0.8242096018735363,0.6523136246786633,0.7895760404511863,11262,16066,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA66,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.9572432839033164,0.49449212245420776,0.661752731947718,0.3608821212916776,0.5303649972991743,7721,15614,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA66,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9699724255966531,0.5521768707482994,0.7114870491300346,0.4747641671830889,0.6438509664767952,8117,14700,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HEM_PA66,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,6061,0.07728706624605679,,,,,,,,,,,,,,
independent_vs_final,HEM_PA66,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369,6202,0.16610046105314244,,,,,,,,,,,,,,
independent_vs_final,HEM_PA66,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347,5288,0.1634312060179568,,,,,,,,,,,,,,
independent_vs_final,HEM_PA66,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HEM_PA66,d2_d5_intersection,,,,,,,,[],[],[],,0.5,235933,,199697,,,0.8925969285861856,0.8060271382908598,0.9735799736600951,0.8240517435034522,,,,,,,,,,,,,,194421,241209,0.06411044299602509,199697,248984,226908,,,,,,,,,,,,,,,,,
ensemble,HEM_PA66,d2_d5_union,,,,,,,,[],[],[],,0.5,235933,,248984,,,0.9463805146035301,0.8982185008161779,0.9215772901069949,0.9725557679510709,,,,,,,,,,,,,,229458,255459,0.06411044299602509,199697,248984,226908,,,,,,,,,,,,,,,,,
ensemble,HEM_PA66,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,235933,,226908,,,0.9379117234644294,0.8830826440564875,0.9565638937366686,0.9199730431944663,,,,,,,,,,,,,,217052,245789,0.06411044299602509,199697,248984,226908,,,,,,,,,,,,,,,,,
ensemble,HEM_PA66,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,235933,,231619,,,0.9431335979741291,0.8923867729793176,0.9519167253118267,0.9345110688203855,,,,,,,,,,,,,,220482,247070,0.06411044299602509,199697,248984,226908,,,,,,,,,,,,,,,,,
layer,HEM_PA81,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1542439,1693376.1408759889,5583044,6129379.186509706,3.6196206138459934,0.13373942510283163,0.07166171053589379,0.08534394498771637,0.3089127025444766,33,166.0,182.24412076290483,0.45454545454545453,7.863094039738895e-05,100,,,,,,,,476479,6649004,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA81,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,1542439,1693376.1408759889,824324,904989.1723118118,0.5344289142066558,0.6139228980679519,0.44292117459570385,0.8813342811807008,0.4710105229445054,8,2308.5,2534.4009203684686,0.125,9.704921851116795e-06,100,,,,,,,,726505,1640258,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA81,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,1542439,1693376.1408759889,988568,1085305.457676767,0.6409122175982324,0.6798795894282395,0.5150133154397447,0.8703397237215852,0.557811362394234,24,49.0,53.794951309532145,0.5416666666666666,0.0002144516108148352,100,,,,,,,,860390,1670617,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA81,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,1542439,1693376.1408759889,1098394,1205878.6071159644,0.7121150333984034,0.7093564795653493,0.5496145669459983,0.8527413660307686,0.6072499463512009,46,15.0,16.467842237611883,0.7391304347826086,0.00045065796062250887,100,,,,,,,,936646,1704187,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA81,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,1542439,1693376.1408759889,1146975,1259213.5566989926,0.7436112546428092,0.7317973357764925,0.5770350090098225,0.8579550556899671,0.6379850353887577,79,1.0,1.0978561491741254,0.8607594936708861,0.0001743717169075176,100,,,,,,,,984053,1705361,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HEM_PA81,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1542439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5256009,5770341.800764546,185351,5070658,0.03526458953932537,0.27045269759628643,151017,5053018,0.2875979815667397,0.7358929591380924,0.1787227543335627,-0.4441993542097528,0.09790792374933466,-0.6792323013564044
pairwise,HEM_PA81,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.827611352468873,0.42117707724137066,0.592715832511051,0.7434016503148168,0.8528174218265494,66976,159021,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA81,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.7897778041293627,0.3103554462892942,0.47369657930322423,0.6832003996888678,0.8117873543936354,61478,198089,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA81,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.7668161958180875,0.2824799567163445,0.44052143698152574,0.6282293396899266,0.7716718086035276,57431,203310,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA81,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.8968136458641796,0.5544963218735925,0.7134096286638659,0.8137367984463044,0.8973041724062424,103418,186508,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA81,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.8644040415013886,0.4710638555921651,0.640439711439368,0.7405485576052838,0.8509369696920839,93216,197884,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA81,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9291604186216164,0.7152170237944296,0.8339667970554717,0.8343146878599329,0.9096745431759206,135382,189288,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HEM_PA81,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28124,40388,0.05036659228562321,,,,,,,,,,,,,,
independent_vs_final,HEM_PA81,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30620,34962,0.05483661839659304,,,,,,,,,,,,,,
independent_vs_final,HEM_PA81,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28874,26366,0.05170974916992904,,,,,,,,,,,,,,
independent_vs_final,HEM_PA81,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HEM_PA81,d2_d5_intersection,,,,,,,,[],[],[],,0.5,1542439,,714561,,,0.5900797518830305,0.41851995009726006,0.9319078427174167,0.431722097275808,,,,,,,,,,,,,,665905,1591095,0.06640346348285675,714561,1273277,953099,,,,,,,,,,,,,,,,,
ensemble,HEM_PA81,d2_d5_union,,,,,,,,[],[],[],,0.5,1542439,,1273277,,,0.7390205546297993,0.5860686764904691,0.8171324857042105,0.6745394793570443,,,,,,,,,,,,,,1040436,1775280,0.06640346348285675,714561,1273277,953099,,,,,,,,,,,,,,,,,
ensemble,HEM_PA81,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,1542439,,953099,,,0.6814851146325963,0.5168581122561242,0.8921801407828568,0.5512931143468235,,,,,,,,,,,,,,850336,1645202,0.06640346348285675,714561,1273277,953099,,,,,,,,,,,,,,,,,
ensemble,HEM_PA81,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,1542439,,1012787,,,0.6964072845219953,0.5342215219932668,0.8785055495380568,0.5768390192416037,,,,,,,,,,,,,,889739,1665487,0.06640346348285675,714561,1273277,953099,,,,,,,,,,,,,,,,,
layer,HEM_PA89,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,658227,722996.3917968334,3551651,3901132.675994171,5.3957844330299425,0.10472750041687669,0.05525722577619426,0.06206831696019682,0.33490725843819835,12,223.5,245.49235076439018,0.3333333333333333,2.0272262111339206e-05,100,,,,,,,,220445,3989433,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA89,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,658227,722996.3917968334,391615,430149.829729739,0.5949543242680716,0.5926682300765258,0.4211290064948602,0.7944128799969358,0.4726393782084296,4,20319.5,22318.934323745085,0.25,6.639173678229894e-05,100,,,,,,,,311104,738738,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA89,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,658227,722996.3917968334,540792,594005.8136670071,0.8215889047395504,0.6616542356709944,0.49438213450223156,0.7334945783221646,0.6026310072361055,6,6091.0,6690.353058191949,0.5,4.253021494400805e-05,100,,,,,,,,396668,802351,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA89,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,658227,722996.3917968334,594095,652553.8171246997,0.9025685667710379,0.7058312478739494,0.5453935174330358,0.7439281596377684,0.6714461728248765,4,36906.5,40538.09146973587,0.5,3.871434703204033e-05,100,,,,,,,,441964,810358,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA89,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,658227,722996.3917968334,616792,677484.1969246969,0.937050591969032,0.7542350349288912,0.6054392731182958,0.7795691254101869,0.7304957104463962,24,1.0,1.0983997797064438,0.9166666666666666,0.0002561641525830426,100,,,,,,,,480832,794187,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HEM_PA89,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,658227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3341761,3670589.546231585,92421,3249340,0.027656376383589372,0.42064883452182983,74621,3232180,0.24245954664303704,0.8438623757457534,0.14156743576614597,-0.5117754882858542,0.11336666529935724,-0.6380016896440409
pairwise,HEM_PA89,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.8020639055691345,0.4551066544886868,0.6255303047165401,0.7167249548736462,0.8349910133698712,70258,154377,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA89,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.7684633411449615,0.4372683240251075,0.6084713852184902,0.608461046524907,0.7565754207594793,70778,161864,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA89,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.7375672719447603,0.41741857754612954,0.5889842057365652,0.4982290369388618,0.6650906165279361,63749,152722,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA89,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9049782048785474,0.6956374917008173,0.8205026075509274,0.7946905446924227,0.8856017512797653,121539,174716,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA89,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.8573131625869052,0.6021187385954777,0.7516530755059196,0.6422756319121234,0.7821776313691184,105263,174821,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA89,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9249401471813637,0.752975466095507,0.8590827203904322,0.7734339452641064,0.8722444355252529,123747,164344,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HEM_PA89,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2969,16762,0.016736661123481496,,,,,,,,,,,,,,
independent_vs_final,HEM_PA89,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5725,38861,0.032272611967642834,,,,,,,,,,,,,,
independent_vs_final,HEM_PA89,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5712,28384,0.03219932918064207,,,,,,,,,,,,,,
independent_vs_final,HEM_PA89,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HEM_PA89,d2_d5_intersection,,,,,,,,[],[],[],,0.5,658227,,361810,,,0.5907824912233576,0.4192273283179844,0.8327851634835963,0.45776001288309354,,,,,,,,,,,,,,301310,718727,0.06885354220867157,361810,680019,507384,,,,,,,,,,,,,,,,,
ensemble,HEM_PA89,d2_d5_union,,,,,,,,[],[],[],,0.5,658227,,680019,,,0.7309612731889353,0.5759960336480427,0.7192490209832373,0.7430612843289625,,,,,,,,,,,,,,489103,849143,0.06885354220867157,361810,680019,507384,,,,,,,,,,,,,,,,,
ensemble,HEM_PA89,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,658227,,507384,,,0.6775159122554608,0.5123055305799149,0.7782271415732464,0.5998842344662252,,,,,,,,,,,,,,394860,770751,0.06885354220867157,361810,680019,507384,,,,,,,,,,,,,,,,,
ensemble,HEM_PA89,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,658227,,540710,,,0.6919362735489855,0.5289774951762625,0.7671284052449557,0.6301686196403369,,,,,,,,,,,,,,414794,784143,0.06885354220867157,361810,680019,507384,,,,,,,,,,,,,,,,,
layer,HEM_PA97,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,802157,881182.8298256292,4826307,5301778.654137835,6.016661326897353,0.1206400183069484,0.06419207575031363,0.07034550433695992,0.42324507546527673,32,957.0,1051.2804452783273,0.25,4.1439552021866824e-05,100,,,,,,,,339509,5288955,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA97,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,802157,881182.8298256292,568626,624645.1352944976,0.7088712060107935,0.7327534700970175,0.5782248779589205,0.8832220123596177,0.6260906530766421,9,535.0,587.7064140270691,0.3333333333333333,0.00012837963793424853,100,,,,,,,,502223,868560,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA97,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,802157,881182.8298256292,719717,790621.116232374,0.8972271014277754,0.7779316815978196,0.6365697153616936,0.8224857826062189,0.7379565346933331,6,869.5,955.1602373767039,0.3333333333333333,0.00011810197619342046,100,,,,,,,,591957,929917,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA97,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,802157,881182.8298256292,757292,831897.8797969854,0.944069552469155,0.8015613206972463,0.6688379927486912,0.8253051663030905,0.7791454790022402,15,16.0,17.57626658772543,0.7333333333333333,0.00019543320145993883,100,,,,,,,,624997,934452,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA97,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,802157,881182.8298256292,788605,866295.7320258259,0.9831055516563466,0.8228999686942484,0.6990909411338723,0.8299706443656837,0.8159487481876989,35,2.0,2.197033323465679,0.8857142857142857,0.0001597758066459127,100,,,,,,,,654519,936243,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HEM_PA97,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,802157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4525148,4970950.474807035,84454,4440694,0.018663256980766155,0.4377802462780585,64633,4424526,0.23656623169939214,0.8965227505338731,0.13626073465960206,-0.5863337369948562,0.08057400234617418,-0.6937099097060816
pairwise,HEM_PA97,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.8393696399173202,0.37187612607838566,0.5421424267239381,0.6241598772330312,0.7685941340902587,52632,141531,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA97,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.8199843429231672,0.34806472404084265,0.5163917100323103,0.5397877641651928,0.7011196954897777,51303,147395,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA97,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.795880730693596,0.3102486014534428,0.4735721161759498,0.4459589122969118,0.6168348332782212,47473,153016,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA97,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9254527223598502,0.6359776044287871,0.7774893772471207,0.7623213725142288,0.8651332094175961,101095,158960,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA97,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.8858413521781158,0.5158300577164657,0.6805908816632678,0.6032527610385537,0.7525360638054092,89105,172741,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA97,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9336197689755527,0.6962188940679045,0.8209068965128894,0.7107777555384664,0.830941077223382,109337,157044,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,HEM_PA97,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9599,18930,0.06501713650957071,,,,,,,,,,,,,,
independent_vs_final,HEM_PA97,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12995,38655,0.08801934461317547,,,,,,,,,,,,,,
independent_vs_final,HEM_PA97,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12694,22958,0.08598057410693724,,,,,,,,,,,,,,
independent_vs_final,HEM_PA97,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,HEM_PA97,d2_d5_intersection,,,,,,,,[],[],[],,0.5,802157,,523368,,,0.7276588521529206,0.5719054621350473,0.9214644380244875,0.6012102368987617,,,,,,,,,,,,,,482265,843260,0.06054649502038956,523368,863371,679964,,,,,,,,,,,,,,,,,
ensemble,HEM_PA97,d2_d5_union,,,,,,,,[],[],[],,0.5,802157,,863371,,,0.8113919429754408,0.6826404534111918,0.7826276305319497,0.8423513102796585,,,,,,,,,,,,,,675698,989830,0.06054649502038956,523368,863371,679964,,,,,,,,,,,,,,,,,
ensemble,HEM_PA97,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,802157,,679964,,,0.7881893583587305,0.6504228724144651,0.8590101828920355,0.7281567074774639,,,,,,,,,,,,,,584096,898025,0.06054649502038956,523368,863371,679964,,,,,,,,,,,,,,,,,
ensemble,HEM_PA97,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,802157,,714584,,,0.7970550014801472,0.6625864045828136,0.845894954267098,0.7535469989042045,,,,,,,,,,,,,,604463,912278,0.06054649502038956,523368,863371,679964,,,,,,,,,,,,,,,,,
layer,HEM_PA99,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1371020,1505290.1864059125,5945895,6528203.37624541,4.336840454552085,0.10001209526145924,0.05263827996590431,0.06153657271108891,0.26687429796793627,51,609.0,668.6421230333625,0.2549019607843137,6.205962264722132e-05,100,,,,,,,,365890,6951025,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA99,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,1371020,1505290.1864059125,1313380,1442005.2406396677,0.9579583084127147,0.7569475488004769,0.6089425655932991,0.7735575385646195,0.7410358711032662,17,195.0,214.09723151314563,0.23529411764705882,6.243432974462836e-05,100,,,,,,,,1015975,1668425,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA99,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,1371020,1505290.1864059125,1452690,1594958.4987017,1.059568788201485,0.7798414143095431,0.6391311944653904,0.7579201343714075,0.803068518329419,37,27.0,29.64423205566632,0.6486486486486487,0.0003090817724359636,100,,,,,,,,1101023,1722687,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA99,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,1371020,1505290.1864059125,1539807,1690607.2603310884,1.1231105308456477,0.7861188590046746,0.6476077701974133,0.7430333801573834,0.8345086140245949,55,7.0,7.685541644061638,0.7272727272727273,0.0003539404613695093,100,,,,,,,,1144128,1766699,,,,,,,,,,,,,,,,,,,,,
layer,HEM_PA99,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,1371020,1505290.1864059125,1596472,1752821.7199397674,1.1644410730696853,0.8083614041756473,0.6783612137171828,0.7512834550183154,0.8748253125410278,171,2.0,2.195869041160468,0.8888888888888888,0.0005831608697177276,100,,,,,,,,1199403,1768089,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,HEM_PA99,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1371020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5547833,6091157.365114201,55741,5492092,0.01004734641435674,0.19709585880186695,33825,5470580,0.29113385113157064,0.8994967250660092,0.17367263226781707,-0.5172275530440766,0.024671412524981395,-0.5776108227504984
pairwise,HEM_PA99,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.8427581369958099,0.45473779522970653,0.6251817980131634,0.5306526264234113,0.693367805683458,202894,446178,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA99,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.8207558775502622,0.387980702797854,0.5590577765465657,0.47747745460454155,0.646341442458548,193737,499347,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA99,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.8073723337131923,0.35076458666417704,0.5193570961619873,0.39811995444566267,0.5695075779152473,180340,514134,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA99,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9207327526142883,0.6591613458959763,0.7945717244756779,0.7117281292522866,0.831590153937801,296910,450436,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA99,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.8915557782761296,0.5799984806408319,0.7341759979485426,0.5407486489221033,0.7019297395463007,274852,473884,,,,,,,,,,,,,,,,,,,,,
pairwise,HEM_PA99,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9342440516293353,0.7414077155924206,0.8515038826966451,0.6365267813509973,0.7778996208366686,337514,455234,,,,,,,,,,,,,,,,,,,,,
